source,brand,campaign,influencer_id,user_id,product,date,orders,revenue
Twitter,Gritzo,Summer Shred,58,910d179f-e48a-41c0-a180-629050dff4f7,Protein Powder,2025-06-18,0,0.0
Twitter,HKVitals,Summer Shred,29,ceddf323-a14b-4cb6-b685-e7a9793bac14,Creatine,2025-05-25,0,0.0
Instagram,Gritzo,Healthy Start,82,849cc49a-cee9-4231-9d42-006fe7fd7a05,Creatine,2025-03-02,4,170.74
Twitter,HKVitals,Summer Shred,14,b20fb50d-3e1f-4807-8062-4ead7fb3138e,Vitamins,2025-05-23,3,398.06
Instagram,HKVitals,New Year Fit,18,0b336555-31e6-45d2-8a06-5b5dbb83fa3a,Protein Powder,2025-02-26,2,181.47
Instagram,MuscleBlaze,Winter Bulk,79,b7e32213-9ee0-4f52-9069-12393e36a6f1,Vitamins,2025-02-19,3,370.99
Instagram,MuscleBlaze,Winter Bulk,51,9805271f-9b02-4062-b5a7-89483c25f76e,Gainers,2025-01-08,1,80.3
YouTube,HKVitals,Healthy Start,92,16cba180-a7a3-46b1-a45d-0c8bb26b7546,Protein Powder,2024-07-30,1,22.35
Twitter,HKVitals,Summer Shred,6,388e4f3e-b628-4240-b9a0-1e4f6b3f1a7b,Gainers,2024-09-10,3,386.15
Twitter,MuscleBlaze,Winter Bulk,85,25e1b94d-8e18-4622-9d56-df7de797718c,Gainers,2024-07-31,1,130.7
Instagram,Gritzo,Summer Shred,68,1053089d-0b7f-4823-b440-01008768853b,Gainers,2025-01-11,2,170.23
Instagram,Gritzo,Winter Bulk,62,129a75e9-ebef-44c1-8246-fdb9417f1aab,Vitamins,2025-06-04,1,59.4
Twitter,Gritzo,Summer Shred,17,957519e1-2c34-4b18-8768-691b3a7c0e3d,Gainers,2024-08-27,3,274.27
Twitter,HKVitals,Healthy Start,77,ae1ae953-9b29-4f3e-adff-a76cb98f4d2f,Gainers,2025-01-26,2,134.79
YouTube,HKVitals,Winter Bulk,78,217f73ef-e918-49c2-a109-7653aef60d1e,Creatine,2025-05-02,3,357.25
YouTube,MuscleBlaze,Healthy Start,44,966f6280-00b5-454c-a3b0-731c39fc3105,Gainers,2025-02-03,2,265.61
Instagram,Gritzo,New Year Fit,18,e0c13148-ea41-4f88-a7fe-83cac6955ca6,Creatine,2025-01-24,3,211.88
Instagram,MuscleBlaze,Healthy Start,71,2885fb49-0ec9-472f-994e-d63d21e35ea4,Vitamins,2024-11-22,4,123.29
Twitter,Gritzo,Healthy Start,27,172959ca-9e92-4e3f-8ed7-eedfd5f50b8f,Creatine,2025-07-03,3,249.25
Twitter,Gritzo,Winter Bulk,17,343073e5-106d-446f-a895-f3f8cd7bd4f7,Creatine,2024-08-09,2,137.81
Instagram,Gritzo,Healthy Start,15,0df5f0f8-27ad-4606-b72d-8ad0c1437761,Gainers,2025-01-11,3,264.46
Instagram,HKVitals,New Year Fit,74,1ccdef71-6f3a-46cd-8b5b-8b473864a491,Creatine,2024-07-26,2,282.69
Instagram,HKVitals,Summer Shred,2,2ec7a8fb-16f5-44d0-a0d9-595d8c93b802,Protein Powder,2025-02-28,3,301.06
Twitter,MuscleBlaze,Summer Shred,19,2efd7827-7fdf-46e6-a207-ccf9cca67f4b,Protein Powder,2024-08-07,2,61.18
Twitter,Gritzo,Winter Bulk,35,00785e1d-15a6-47ed-b9bf-5c12c1eb8e4c,Creatine,2025-04-06,2,161.34
Twitter,Gritzo,Winter Bulk,33,4a258a6c-c685-436f-af52-2aa4b819ad2f,Protein Powder,2024-08-31,0,0.0
Twitter,HKVitals,Winter Bulk,38,336ab374-e966-4b16-b2c9-44caff9b0c50,Protein Powder,2025-03-26,3,350.45
Twitter,Gritzo,Summer Shred,58,a29b1707-a6a9-4bf6-83ee-ba1a47cc60d7,Vitamins,2024-12-22,1,79.89
YouTube,Gritzo,New Year Fit,83,ab2e3ed5-2dcf-4ac7-8ac6-ebd1f5fa00ad,Vitamins,2025-07-06,1,103.88
Instagram,HKVitals,Healthy Start,90,d7f22784-5227-4855-aa90-16d23bd33443,Protein Powder,2024-11-18,3,166.73
Instagram,Gritzo,New Year Fit,50,463e24d7-b0ee-4e2e-96aa-7f06918b112f,Creatine,2024-10-01,3,262.1
Instagram,MuscleBlaze,Summer Shred,7,209af691-c229-496e-b829-8e33c166b463,Creatine,2024-11-18,0,0.0
YouTube,Gritzo,New Year Fit,80,37f0d21b-527f-4407-b60e-04774c47377e,Vitamins,2024-12-24,6,483.27
YouTube,Gritzo,Healthy Start,91,06a80367-8d59-455d-b17d-77d1737a7a99,Vitamins,2024-08-13,1,79.21
Twitter,MuscleBlaze,Healthy Start,25,e4e3dbd4-ee00-4158-93ce-60689bdb50a6,Gainers,2024-11-12,2,170.97
YouTube,MuscleBlaze,Summer Shred,88,fde46af8-c14e-47d0-9514-b3ade99051f8,Vitamins,2025-02-05,5,125.62
YouTube,MuscleBlaze,Summer Shred,95,6bbad1ac-86f3-4be7-aff2-3a15b65408fb,Gainers,2025-04-10,6,312.39
YouTube,MuscleBlaze,Healthy Start,55,421785a3-2162-458d-b132-ad7289092551,Creatine,2025-04-12,3,169.11
YouTube,HKVitals,Healthy Start,21,1bd3ddcc-f0cd-4d42-a2e7-bbec1c126c85,Protein Powder,2025-04-15,1,73.78
Twitter,MuscleBlaze,Winter Bulk,60,f5c860dd-ab75-40e2-8b1b-9f70603b543d,Protein Powder,2024-10-30,4,251.36
Twitter,HKVitals,Summer Shred,42,4c7927ee-ff46-44d7-b881-923b3ca57613,Creatine,2025-02-28,4,534.15
Instagram,Gritzo,Healthy Start,74,bd70ac6d-31a6-4539-8c9a-05ba0c781683,Protein Powder,2024-11-16,0,0.0
Instagram,Gritzo,Winter Bulk,41,0ba3f2d6-e0bc-490a-ace6-30d9822d98a6,Vitamins,2025-02-15,1,86.57
Instagram,Gritzo,Winter Bulk,9,36c105b5-2207-4d10-987b-bc6a18e70fbb,Gainers,2024-09-19,1,65.79
YouTube,HKVitals,New Year Fit,69,cc9d55c6-fb4b-4c2f-872a-4b5b42e4b9e6,Protein Powder,2025-06-09,2,150.45
Twitter,HKVitals,Winter Bulk,29,5c7fbe99-05ec-4c4e-8d8b-9777c6755117,Creatine,2024-12-28,4,321.94
Twitter,Gritzo,Healthy Start,47,6b047df3-f34e-4600-9da9-7fe8070e9ce8,Vitamins,2025-04-20,0,0.0
Instagram,MuscleBlaze,New Year Fit,68,0f056f9a-3a3a-48b4-8314-83146219598f,Protein Powder,2024-10-17,1,143.18
YouTube,MuscleBlaze,Healthy Start,86,ebc0214e-260c-468f-b450-9eabf61e016f,Gainers,2025-06-21,2,227.58
YouTube,Gritzo,Winter Bulk,83,83db5b06-7d56-4500-a3a4-f2f3c27ea770,Protein Powder,2025-07-01,5,174.58
Twitter,HKVitals,New Year Fit,42,88b28311-67f6-4b54-a4ea-5e2aae244e80,Protein Powder,2024-08-10,0,0.0
Twitter,Gritzo,Healthy Start,33,11f32a07-e8af-4f95-bdac-cdf3318ce4d2,Protein Powder,2025-04-02,1,113.97
Twitter,HKVitals,Healthy Start,99,a0d76c37-91eb-47b4-9d57-9501630a83e0,Gainers,2025-01-02,0,0.0
Twitter,HKVitals,Healthy Start,6,8dd6874b-05c7-460e-9330-ab39e25948b4,Vitamins,2025-01-07,3,275.16
Twitter,MuscleBlaze,Summer Shred,66,56f27514-6dab-49b2-861f-5388668eb641,Protein Powder,2025-01-04,3,413.59
Twitter,MuscleBlaze,Summer Shred,99,e4ecab45-88d6-4eee-bf2a-76d706a812e8,Protein Powder,2025-05-10,1,72.74
YouTube,MuscleBlaze,Winter Bulk,86,ad74fc81-fd9d-4c07-9b13-2b0b0f39c081,Gainers,2024-08-16,0,0.0
Twitter,Gritzo,New Year Fit,27,541fb34a-f47d-465c-a36f-93d2ba747e00,Protein Powder,2025-03-28,3,376.47
YouTube,HKVitals,Winter Bulk,88,6c66909e-f068-4394-a791-c207232e3fa8,Protein Powder,2024-12-22,0,0.0
YouTube,MuscleBlaze,Healthy Start,92,82f0bb72-30a3-439f-87ce-42396fccbe3d,Protein Powder,2024-11-01,0,0.0
YouTube,HKVitals,Summer Shred,10,6f3762c7-c936-4d49-9a0d-558e6471eb31,Vitamins,2024-08-30,7,246.53
Twitter,HKVitals,Summer Shred,72,6e5fb999-643f-4862-912f-72c47ff7fb76,Vitamins,2024-10-27,1,97.02
YouTube,Gritzo,New Year Fit,53,cdfdf4d0-5920-44ec-8389-6301106758f3,Gainers,2025-06-28,2,90.66
YouTube,MuscleBlaze,New Year Fit,52,73d64529-77c3-449e-abc7-696dd7d36fc6,Creatine,2025-07-17,3,338.73
Instagram,Gritzo,Summer Shred,50,6eb36e95-b2b9-4a63-b8cb-183df898245e,Protein Powder,2025-03-26,2,96.6
YouTube,Gritzo,Summer Shred,93,77b0d03a-c6a0-4d66-bd25-a8e2c9cfefdc,Protein Powder,2024-09-27,1,68.34
YouTube,HKVitals,Healthy Start,10,3a0b9b28-bcc9-4a7f-95d6-73e20a5d8f6f,Protein Powder,2025-01-25,0,0.0
YouTube,HKVitals,Healthy Start,88,c028dbd2-b729-4967-86b1-b487ea057f1d,Protein Powder,2025-04-17,2,163.36
YouTube,HKVitals,New Year Fit,98,173747dc-8f53-4eb2-a314-b48745dc40de,Gainers,2024-10-28,0,0.0
Twitter,MuscleBlaze,Summer Shred,85,e6a36b42-ecdb-46c1-90b0-bc5df0455e99,Gainers,2024-09-05,5,608.85
YouTube,Gritzo,Winter Bulk,69,af33e81f-0d5b-47e3-be99-1d9e79ae6d9d,Vitamins,2025-06-18,3,389.68
Instagram,HKVitals,Healthy Start,51,87dfb609-33b8-4234-b435-47dc701a458c,Vitamins,2024-08-30,2,98.67
YouTube,Gritzo,Healthy Start,87,5761e4c8-08d2-40d9-aa57-d7240ef49df9,Protein Powder,2024-11-04,2,57.33
Twitter,MuscleBlaze,Winter Bulk,72,735c8c98-f075-4bb4-9932-62e87053e671,Protein Powder,2024-07-29,1,128.58
Twitter,HKVitals,New Year Fit,1,46ba01bb-c817-4320-a877-730db77c8446,Protein Powder,2024-12-18,5,149.02
Twitter,HKVitals,Healthy Start,27,b42f58ee-c673-46e7-9b0b-01775f58bd12,Vitamins,2024-12-12,3,296.72
YouTube,MuscleBlaze,Winter Bulk,83,c415009b-49fc-4af7-9116-71c5a2da4b07,Vitamins,2025-04-01,3,252.98
Twitter,MuscleBlaze,Healthy Start,29,468f3966-5b40-467c-853d-ff8c85e5d550,Vitamins,2025-02-17,0,0.0
Twitter,Gritzo,Summer Shred,24,ba936ba2-169b-4d85-8721-3537cb3b2665,Gainers,2025-02-18,1,77.47
Instagram,Gritzo,Summer Shred,71,d2f4f1cd-c46d-4abf-bbdf-bc4007f3fe7b,Creatine,2025-06-28,2,42.21
Instagram,MuscleBlaze,Healthy Start,9,9963a139-7706-427b-a84a-c5c89f454653,Protein Powder,2025-03-17,3,354.42
YouTube,HKVitals,New Year Fit,93,a5b6febc-b794-43b5-b59c-19af99500e83,Creatine,2024-10-08,2,87.79
Twitter,HKVitals,Winter Bulk,17,53b6b6d9-0db1-4fd6-8ff0-ca04ad8a76d5,Protein Powder,2025-05-12,1,66.31
YouTube,HKVitals,Summer Shred,80,aed57454-f238-4176-bf7d-3bd8e13c037d,Vitamins,2024-07-26,3,279.22
Twitter,Gritzo,New Year Fit,63,0552bc95-7340-4f38-9330-52020486561d,Creatine,2024-08-29,0,0.0
Twitter,Gritzo,Healthy Start,85,35da61b5-93be-43c4-9ddc-8d466d3928cd,Vitamins,2024-09-30,1,111.88
Instagram,HKVitals,Healthy Start,73,fabea0b4-8964-4c35-b527-4cf77ee7826d,Creatine,2024-09-16,2,187.92
Twitter,MuscleBlaze,Summer Shred,22,30c2d2be-551f-4bf9-8e71-b5ebff2f7876,Creatine,2025-04-22,3,320.97
Twitter,HKVitals,New Year Fit,29,08f6aa90-59b4-483d-aed1-1a9d3611f3ae,Creatine,2024-08-13,2,89.68
Instagram,HKVitals,Healthy Start,18,00b5badb-6e1c-466f-bbee-e36d2e0404d6,Gainers,2025-04-02,2,139.84
Twitter,HKVitals,Healthy Start,58,01d4846d-ae58-4256-9261-dae11a102416,Creatine,2025-05-14,3,158.28
Instagram,Gritzo,Summer Shred,71,0abeb958-e413-4311-9409-15b48c195600,Vitamins,2025-06-07,4,499.7
YouTube,MuscleBlaze,Summer Shred,78,2e596667-d8bf-4efe-b6ef-79e7fad15e3a,Creatine,2025-03-10,1,36.78
YouTube,Gritzo,Winter Bulk,69,9c417657-4e1b-4d9f-87ab-f921737f28a4,Creatine,2025-05-24,3,358.0
YouTube,MuscleBlaze,Summer Shred,81,1bdb0f57-e3c9-457e-94e4-5b30ce7d2ece,Protein Powder,2025-05-24,1,33.24
YouTube,Gritzo,Summer Shred,65,9742547a-2012-42d5-9843-664c03c58074,Gainers,2025-01-17,2,170.44
YouTube,Gritzo,Summer Shred,28,3c365d4e-79de-447f-b9c0-ce6448041149,Creatine,2024-11-08,1,72.83
Twitter,HKVitals,New Year Fit,70,77d41f67-e290-4264-ac06-dae6222dcbe4,Vitamins,2025-07-17,3,375.05
Instagram,MuscleBlaze,Winter Bulk,51,1ac173f6-717d-4b6e-99f7-25f1f9fb1126,Creatine,2025-03-23,3,113.98
Twitter,HKVitals,Summer Shred,60,53d49cb3-c70a-4e73-a557-ef6f83f7f1b2,Gainers,2025-02-19,3,413.68
YouTube,Gritzo,Summer Shred,65,7a46ca4f-7bf9-4f9b-ba2f-c5c57e0e84c9,Vitamins,2025-06-20,1,78.47
YouTube,HKVitals,Winter Bulk,88,893553c3-eeaa-43f7-a2d9-4f2c226327c8,Vitamins,2025-07-12,4,293.51
YouTube,Gritzo,Winter Bulk,21,e7e7de61-f57f-4203-a205-f303c19636b4,Vitamins,2024-09-13,4,529.8
YouTube,MuscleBlaze,New Year Fit,94,466041ba-32c4-432a-a340-86bc3ec8241d,Creatine,2024-11-01,1,51.12
Twitter,MuscleBlaze,New Year Fit,29,cc25726d-994f-492b-8c59-5ff40c8f0d3b,Vitamins,2024-09-10,1,61.67
Twitter,MuscleBlaze,Healthy Start,34,d3b59140-d93a-4ed7-b15c-0305a83edf4a,Vitamins,2025-06-30,0,0.0
YouTube,HKVitals,Winter Bulk,86,64ff86b4-30c5-4ecc-8471-7331eb22c02c,Creatine,2024-07-23,2,234.08
Twitter,MuscleBlaze,New Year Fit,61,61e6db4c-45a6-472a-b543-8cbf0dd035b3,Protein Powder,2024-10-20,4,147.77
Instagram,Gritzo,Healthy Start,84,f7f11b14-9e97-44eb-bd6c-2811f3978bc6,Protein Powder,2024-12-05,2,56.45
Twitter,Gritzo,Healthy Start,67,e520b728-1ebf-41e0-b1f5-29b1a47a2994,Creatine,2024-10-25,0,0.0
Twitter,Gritzo,Winter Bulk,70,4507ff17-2500-447e-ac52-e8cda16773e2,Gainers,2024-11-06,2,177.17
YouTube,Gritzo,Healthy Start,49,8f389f29-a1fb-4ac3-b9ed-ae1fbef1deb0,Protein Powder,2024-11-07,2,120.44
Twitter,Gritzo,New Year Fit,33,0a59c12d-a8b1-47eb-88fc-4a0853e764fa,Vitamins,2025-05-11,1,68.45
YouTube,HKVitals,Healthy Start,52,f02f200f-f907-470e-a974-74cd8823a3de,Creatine,2025-02-09,2,245.43
Instagram,HKVitals,Summer Shred,62,324522d0-f47c-4455-8037-687050731b7e,Vitamins,2025-03-09,2,186.09
Twitter,Gritzo,Winter Bulk,22,39aa52ff-8626-419a-b19b-0a51526e5d23,Protein Powder,2025-03-25,4,377.03
YouTube,MuscleBlaze,Healthy Start,83,9dc06d56-6b70-4765-8aee-b5aa64ad2c93,Vitamins,2024-11-06,2,159.43
Twitter,Gritzo,Winter Bulk,24,743179d3-45a1-49b1-b490-421458b62fa6,Creatine,2024-12-30,5,250.85
YouTube,HKVitals,Summer Shred,92,e6ea2358-d1f6-4069-9e93-f7927003e685,Vitamins,2025-05-14,4,307.65
YouTube,Gritzo,Summer Shred,43,70eee7a5-e145-4fd1-bd97-8c7284b19b5e,Gainers,2025-03-29,1,120.39
Instagram,Gritzo,New Year Fit,62,ccf79e1a-9db2-40e1-9f5c-35be328463a9,Vitamins,2024-11-17,0,0.0
YouTube,MuscleBlaze,New Year Fit,21,6b91c38c-50b1-46b0-8486-afa059460a3f,Protein Powder,2024-08-01,2,127.71
Twitter,MuscleBlaze,Winter Bulk,6,741922f8-1d6c-4bac-b972-37fef4611ee4,Vitamins,2025-03-07,0,0.0
YouTube,MuscleBlaze,Summer Shred,81,63433f8f-a37d-44a1-a974-d21e59e4732d,Vitamins,2024-08-03,2,282.7
Twitter,Gritzo,Healthy Start,22,669c720e-e21b-4dbb-bf14-09cc14bdeca8,Vitamins,2025-04-05,1,93.21
YouTube,MuscleBlaze,Summer Shred,52,8315cc0b-2e17-42bb-ba9c-4c60f9a8d5bf,Creatine,2025-04-16,1,50.96
YouTube,HKVitals,New Year Fit,28,ed86e239-4012-4c4e-bf18-50f6957c229c,Gainers,2025-03-22,2,188.25
Twitter,Gritzo,Winter Bulk,22,b297ba84-8f15-4e91-a16a-da06bd375978,Gainers,2024-10-03,4,596.27
Twitter,MuscleBlaze,Winter Bulk,19,8b78ec83-025c-46be-bf56-e725b21c8aa9,Creatine,2025-04-27,1,92.52
YouTube,Gritzo,Healthy Start,93,2eb450f4-d4bc-49de-9d41-b46dacd5eb50,Gainers,2025-03-18,1,20.19
Twitter,HKVitals,Summer Shred,76,42b3ca03-da85-418e-83a5-580c80d986a0,Vitamins,2025-02-09,4,225.84
Instagram,MuscleBlaze,Winter Bulk,50,f6002a0d-c1c0-410e-af72-012a299a33cb,Protein Powder,2024-08-06,1,57.07
Twitter,Gritzo,New Year Fit,26,7c9f472b-2378-40cb-b006-deaba630238f,Vitamins,2025-07-06,5,173.35
YouTube,Gritzo,Winter Bulk,13,02f218a2-6671-4406-9c92-8b7c17fabbae,Gainers,2025-02-14,2,151.76
Twitter,MuscleBlaze,Summer Shred,77,a4c7cd5f-b094-454e-a085-9b5dab71ba79,Protein Powder,2024-12-07,2,297.21
Instagram,Gritzo,Winter Bulk,62,3c18de4c-2244-4c8a-bade-5357ca2fd423,Protein Powder,2024-10-06,0,0.0
Instagram,HKVitals,New Year Fit,84,ec208c4c-9c20-437f-8e45-0922ea47b540,Gainers,2024-12-23,2,229.6
Twitter,HKVitals,New Year Fit,6,a9e13a58-a5d3-4fcd-bab3-e8a50af4e7e9,Vitamins,2024-12-18,6,430.81
Twitter,Gritzo,New Year Fit,99,c4a1daf6-2ab7-4a12-a7ab-54ce723e5dc6,Creatine,2024-12-17,2,290.02
YouTube,MuscleBlaze,Summer Shred,95,61cb6560-4204-4c33-bcc1-f4fdc0ba13be,Gainers,2024-11-20,1,88.49
Twitter,MuscleBlaze,New Year Fit,33,5faeaebe-2783-4cb4-ad4e-2fec722167d0,Vitamins,2024-09-28,0,0.0
Twitter,MuscleBlaze,New Year Fit,37,968cdcfc-fea7-4bdf-afc5-37490ca75a71,Creatine,2025-02-11,1,76.32
Twitter,Gritzo,Summer Shred,1,88b4b290-161e-43f2-8722-55d57cd4293e,Protein Powder,2025-03-18,3,183.42
Twitter,Gritzo,New Year Fit,1,fe264a5e-fdb4-402f-b150-94bd1290056c,Vitamins,2025-02-02,1,21.67
Instagram,MuscleBlaze,New Year Fit,41,1d4295f3-59ff-46b1-a8bd-a5930aaded89,Creatine,2024-10-13,2,101.25
Instagram,HKVitals,New Year Fit,20,e0370b13-676a-4571-a6c4-c98edd7721b7,Creatine,2025-05-09,6,287.91
YouTube,Gritzo,New Year Fit,69,1a542893-4882-4d92-a8bc-a98afe097f44,Creatine,2024-12-28,2,215.78
YouTube,HKVitals,New Year Fit,36,d7678dcd-7322-4267-8865-7fde448e47bc,Vitamins,2024-11-04,2,173.0
Instagram,HKVitals,New Year Fit,71,dea6d514-dfda-4e25-b56f-be5dded17a2a,Vitamins,2025-02-18,2,135.33
Twitter,HKVitals,New Year Fit,72,78883dd0-1f5f-4e8f-a0e0-2652ee0641fd,Creatine,2024-12-18,1,145.84
Instagram,Gritzo,Healthy Start,74,f598a5e3-d0c0-44ad-af5a-a794ad26c333,Gainers,2025-05-20,2,62.21
Instagram,HKVitals,Summer Shred,18,1753048d-c538-416a-8726-b2f269d6c2a1,Vitamins,2025-01-31,2,156.7
Instagram,MuscleBlaze,Winter Bulk,90,b5a3eea7-5142-4c0b-833e-787e234d29a7,Protein Powder,2024-11-22,1,49.48
Twitter,Gritzo,New Year Fit,66,dc1bfb51-b213-4e26-b969-61426aa7034c,Creatine,2025-05-14,3,187.53
Instagram,HKVitals,Summer Shred,79,1d3e7aac-e33f-435d-9908-c1183b3590d5,Vitamins,2024-11-17,3,88.04
Instagram,MuscleBlaze,Summer Shred,82,e4da0ea3-62ac-4ab1-88b8-06ead8a07e06,Protein Powder,2025-06-30,2,178.41
Twitter,MuscleBlaze,New Year Fit,61,5ee9762e-4ad4-4d97-9cb9-049d4691b323,Protein Powder,2024-10-01,1,43.35
Twitter,MuscleBlaze,Winter Bulk,34,a115bf47-e347-4a06-ad35-5d4e791a2c10,Creatine,2024-09-11,3,301.8
YouTube,HKVitals,Summer Shred,78,f79702f1-0ddf-493b-9902-1932b79303ba,Gainers,2025-01-27,2,90.14
Instagram,MuscleBlaze,Healthy Start,79,63a7bc78-8f65-413c-b8ba-329913c3e2f3,Protein Powder,2025-06-09,2,239.48
Instagram,MuscleBlaze,New Year Fit,82,a57bbf48-8ebc-4c90-bb5a-d3da6fd42fc2,Gainers,2024-11-05,1,80.51
Twitter,MuscleBlaze,Healthy Start,26,2d253a19-84a2-4ff6-a5be-b03c93ca032a,Vitamins,2024-11-04,3,118.27
Twitter,Gritzo,Winter Bulk,77,25050602-de73-4ed5-97fb-867c5743c039,Vitamins,2025-06-04,4,335.7
Instagram,Gritzo,Healthy Start,5,60becef2-7f92-4905-a3c0-0e29c500f422,Vitamins,2025-03-08,2,123.22
Twitter,HKVitals,Winter Bulk,1,d52b0bc7-6a34-4cf2-aa2a-060d26193056,Protein Powder,2025-02-14,1,45.94
Twitter,Gritzo,New Year Fit,100,16db5d0e-a272-438a-b90a-949278a18476,Creatine,2024-11-19,0,0.0
Instagram,Gritzo,New Year Fit,51,df759ebe-e60e-4d97-b314-6a7e0f582eb0,Vitamins,2025-06-01,1,50.03
Instagram,Gritzo,Summer Shred,2,9367b017-1bf3-4b7c-89c6-ff9258fbc1e4,Protein Powder,2024-09-17,4,184.29
Twitter,HKVitals,Healthy Start,37,dd38701b-252b-4ba7-9f93-f5a4a2b6dd3c,Creatine,2024-07-30,1,42.46
Twitter,HKVitals,Winter Bulk,29,6e420f20-c16a-4cce-9aaa-8462b0c8e3e0,Gainers,2025-06-26,3,424.42
Instagram,MuscleBlaze,Summer Shred,74,d7d95bd5-f0e6-4a9a-aa1a-75e98533df14,Creatine,2024-12-21,0,0.0
YouTube,Gritzo,Summer Shred,53,00866c6f-5898-41a3-b0e2-825e7dc13ec7,Protein Powder,2024-10-12,2,144.79
Twitter,Gritzo,Healthy Start,38,3c4b8d82-1b9e-4690-9b51-784c0856b35e,Protein Powder,2025-03-04,3,96.47
Twitter,HKVitals,Healthy Start,33,1c0b21c8-83b8-429a-9b28-6cfb23912947,Gainers,2025-03-04,1,143.19
Instagram,HKVitals,New Year Fit,73,8c0406ec-f291-4243-b90c-0d7b40927d10,Vitamins,2024-08-30,2,169.47
Twitter,Gritzo,New Year Fit,100,71a1dc8f-feb1-4f2e-a940-b5a571a2b48f,Gainers,2025-05-28,4,374.49
YouTube,HKVitals,New Year Fit,4,e15963fe-5344-4858-8d92-fd3ac1077cb7,Protein Powder,2025-02-28,1,49.73
Instagram,Gritzo,New Year Fit,9,13a144a9-afd0-417b-8769-66578ef98261,Vitamins,2025-02-24,1,117.85
Instagram,HKVitals,Winter Bulk,90,32fd70d3-c10f-46b6-bee0-c8264a929c34,Creatine,2024-09-14,2,253.04
Twitter,MuscleBlaze,Summer Shred,46,9e2b200f-f34b-461e-8a84-886a418b724d,Creatine,2025-06-16,2,222.68
Twitter,Gritzo,Summer Shred,37,706d4f2f-9835-4bc5-94bd-8b0aed7831fc,Gainers,2024-09-14,4,235.04
Instagram,Gritzo,Healthy Start,96,cad0a2c0-60bd-4992-8a4a-cd3b3953e212,Protein Powder,2024-12-21,0,0.0
YouTube,HKVitals,New Year Fit,23,7467028e-a1ba-4135-bbfb-aacff0f60bfe,Creatine,2025-02-22,2,91.72
YouTube,Gritzo,Healthy Start,28,d8610feb-992c-48a4-9fae-632d9ae0c604,Vitamins,2024-09-22,1,73.73
YouTube,Gritzo,Winter Bulk,88,155dbc2b-1ed8-48c4-a2d4-89a27c3ae2de,Gainers,2025-07-05,4,100.18
Twitter,HKVitals,Winter Bulk,26,0b69d547-cbbb-48e4-b568-f4fe9f95a58c,Vitamins,2024-07-23,1,141.53
Twitter,MuscleBlaze,Winter Bulk,27,912d6d31-8474-49cc-a4c7-90be81e9a5ec,Vitamins,2024-12-14,3,243.58
YouTube,MuscleBlaze,Healthy Start,80,bef6bc95-807b-444d-8696-df7ff601cffe,Vitamins,2025-06-25,1,143.1
Twitter,Gritzo,Summer Shred,16,6eb97d12-12af-4c0e-b38a-271e81a486b6,Gainers,2025-04-20,1,30.84
Twitter,HKVitals,Summer Shred,1,4d08f6fd-30aa-4f02-8134-4433de02b717,Gainers,2024-10-16,4,403.18
YouTube,Gritzo,Healthy Start,80,e02d0af9-f7ef-4246-b673-9abfb4c7295c,Gainers,2024-07-30,0,0.0
YouTube,Gritzo,New Year Fit,36,f8d44032-2cd8-4bb7-89cb-0a3f1048f109,Vitamins,2025-02-17,3,268.09
YouTube,Gritzo,New Year Fit,36,5741e978-e6a8-4c3e-ad0b-1efd208ccff8,Vitamins,2025-02-03,0,0.0
Twitter,HKVitals,Summer Shred,17,a7e37e6c-fb5d-4557-8d27-0d537d74c3f1,Gainers,2025-04-05,1,124.77
Twitter,HKVitals,Summer Shred,70,17b29061-14dd-4782-8a53-789f36e93b83,Creatine,2024-10-01,1,85.55
YouTube,MuscleBlaze,Winter Bulk,88,8c8bd266-2bbf-4f0d-8ce7-3de3307fba47,Gainers,2024-11-06,2,132.67
Instagram,Gritzo,New Year Fit,90,31cd2f86-a0ef-41f8-ada3-ae8e33791211,Creatine,2025-05-31,6,151.25
Instagram,HKVitals,Summer Shred,2,582c71fa-0e1d-43df-b83b-7224f1e8fd86,Vitamins,2024-12-02,2,213.34
Twitter,HKVitals,Summer Shred,75,21b52788-7eee-4a64-8e49-b210f88796ef,Creatine,2025-01-04,2,155.89
Instagram,Gritzo,Healthy Start,79,79de4b92-2674-4302-a2b4-687eaa731c55,Vitamins,2024-11-06,2,179.8
Twitter,HKVitals,Winter Bulk,34,efa95c14-1e05-44cd-b4eb-2316567a8fe4,Creatine,2024-11-16,3,118.74
Instagram,MuscleBlaze,Healthy Start,79,5e76c2d8-9a21-4e15-aacc-ab95fcdac7d2,Creatine,2024-11-03,3,140.02
Twitter,HKVitals,New Year Fit,64,cfbff576-aff2-40f9-9517-ed455e1d4586,Vitamins,2025-06-27,4,335.03
Instagram,HKVitals,Healthy Start,90,77c211b9-9ba3-4a80-afc8-e4c13b12957e,Creatine,2024-11-18,0,0.0
YouTube,Gritzo,New Year Fit,36,7dce5ccf-04aa-4264-99b1-128cd5c6ef33,Vitamins,2025-01-23,4,432.09
Twitter,Gritzo,Winter Bulk,17,e81a71a5-c319-49ab-a8c3-a9c310930fbb,Protein Powder,2025-03-10,1,98.12
Twitter,HKVitals,Winter Bulk,35,a7c2b363-62ed-4235-8328-6a0437bc762d,Gainers,2024-11-30,0,0.0
Twitter,HKVitals,Winter Bulk,26,156bd5b7-6ead-447c-891d-57877c1b3d5f,Vitamins,2024-12-09,1,67.46
